index,ID_General,Piattaforma,User,Lavoro,Settore,Utilizzo_software,ValutazioneComplessiva,Facilita_d_uso,Caratteristiche_funzionalita,Assistenza_Clienti,Rapporto_Qualita_prezzo,Consigliato,titoloReview,Commenti,Data_Recensione,Vantaggi,Inconvenienti
3223,3223 Asana,Asana,Verified Reviewer,,Marketing and Advertising,2+ years,4,3,4,,,8,“Asana for easy of project management”,,3/11/2018,,Cons: It would be good if Asana could be integrated with my Outlook so I do not have to move backwards and forward between email and Asana.
3224,3224 Asana,Asana,Karel N.,,Unspecified,2+ years,4,4,4,3,,,“Useful GTD tool”,"Overall: A useful tool for managing your tasks, your team's task, organizing into projects, delegating, reminding. available anywhere online.",15/12/2016,,
3225,3225 Asana,Asana,Verified Reviewer,,Unspecified,2+ years,3,3,2,2,2,2,“Not sure so sure about this organizing and tracking program”,Overall: Not sure .. have not found it the benefits yet.,19/7/2018,Pros: Well it is really pretty to look at. The screens are easy on the eyes. It is very cheerful and aesthetically pleasing.,"Cons: You receive to many promo emails, even though I opted out. Not user friendly. It is really difficult to set up a team project to include all more than 2 people."
3226,3226 Asana,Asana,April B.,Community resource development,Non-Profit Organization Management,2+ years,4,4,4,5,4,9,“Great program to keep your organization running smoothly”,Overall:,22/10/2019,Pros: What I liked most about the software was the ability to make tasks and set dates and reminders and follow ups,Cons: This is not the most user-friendly and for some people it was harder to catch on then others. I think that it is complex and it probably could be condensed
3227,3227 Asana,Asana,Clay W.,Owner,Marketing and Advertising,2+ years,4,4,4,4,5,8,“Great tool”,Overall: I use this daily to track projects and communicate with internal staff. I would love if they added a feature to keep internal communication and client separate.,6/12/2016,"Pros: Ease of use, layout.",Cons: No ability to separate client/team communication.
3228,3228 Asana,Asana,Tom J.,VP HR,Financial Services,2+ years,5,4,4,,3,7,“Can't integrate it into our workflow”,"Overall: I like the basics here but it needs more work. For people who need a very simple PM tool which doesn't involved too fine a detail on a project schedule, I think this is fine.",2/4/2020,Pros: I like having a tool which enables you to delegate/assign tasks to project team members and automate reminders.,"Cons: It's another system. We need something which sits ""on top"" of everything we're doing. I can almost envision something in my head but I'm not a technologist so it's hard to describe. Having to go to a completely different tool just to update a task and milestone or deadline is cumbersome and people don't do it. So I think there's huge potential here but the whole experience needs to be revamped."
3229,3229 Asana,Asana,Clara M.,Designer,Design,2+ years,4,4,3,4,4,7,“Asana helps me to get work done!”,Overall: I use Asana at work for about a year now and it changed the way we work as a team! Everyone know what task have to complete and the communication inside the team was improved. Things get done in time with the collaboration of everyone. Great software,6/12/2016,,
3230,3230 Asana,Asana,Verified Reviewer,,Computer Software,2+ years,4,4,3,,,5,“Good checklist tool with categorization and subdivision of tasks”,Overall: Keeping track of manual actions in teams and groups.,12/11/2019,Pros: Great way to handle group and team tasks that need to be completed manually. Good notifications and easy categorization of tasks.,"Cons: It's really only a stopgap for full integration of other tools. If you can integrate your other software together, you don't need Asana."
3231,3231 Asana,Asana,Dipen C.,Student,Telecommunications,2+ years,4,3,4,5,4,7,“Great team management”,Overall:,3/12/2019,Pros: i use this software for my college project where we 3 friends works together it's literally help us to make our project with higher management and wr develop our project before the time. it's project management tools are amazing and work assignments are too much easier tp handel.,Cons: required to wath some video tutorials before you start working on this. it's interface is easier but hard for noobs.
3232,3232 Asana,Asana,Frank B.,Project Manager,Hospital & Health Care,2+ years,5,5,5,5,5,10,“Love it”,Overall: It's been awesome,13/7/2019,Pros: I really like Asana. It makes it so much easier to coordinate with other people on the team.,Cons: It can seem complex at first because there's so many features but it does a good job of providing resources.
3233,3233 Asana,Asana,Verified Reviewer,,Transportation/Trucking/Railroad,2+ years,5,5,5,5,5,10,“Nice platform for projects”,Overall: Used for projects as a team lead to organise next steps and where I am at each point of project.,13/3/2019,"Pros: Easy to use, nice interface, easily organised","Cons: None, very easy to use. Some organising required but not too difficult."
3234,3234 Asana,Asana,Verified Reviewer,,Online Media,2+ years,4,5,5,,,7,“What i think of Asana”,Overall: Asana has been a very great tool for me. It boosts my productivity and helps me with my team work.,19/8/2020,"Pros: Asana has a free version which is one good thing for a software as good as Asana. If you can't pay some bucks for a software, don't worry, Asana has a free version for you. Asana also comes with a lot of cool features which can help you boost productivity by a very good percentage","Cons: For now, i don't have any problems with Asana. Everything has been working fine, although there might be small rooms for improvement."
3235,3235 Asana,Asana,Verified Reviewer,,Information Technology and Services,2+ years,5,5,5,5,5,10,“Best tool to manage tasks”,,6/5/2019,,Cons: I think it's to expensive to our business company.
3236,3236 Asana,Asana,Verified Reviewer,,Hospitality,2+ years,5,3,5,3,5,8,“Great way to structure team work”,,16/6/2019,,Cons: - Because the tool is so flexible it can be a challenge to use for some people - Team administration isn't very clear or easy to find
3237,3237 Asana,Asana,Jarett S.,Front End Web Developer,Marketing and Advertising,2+ years,3,3,2,,,5,“Get your tasks in order”,,15/1/2019,,Cons: as the lists grow the organization can become more convoluted and out of control -
3238,3238 Asana,Asana,Verified Reviewer,,Events Services,2+ years,4,3,3,4,,,“Average checklist application”,,1/8/2018,,"Cons: The paid tier gets you very little over the free tier, but the free tier is a little too basic to be useful. The free level is almost useless, but the next level up is a significant increase for relatively few features."
3239,3239 Asana,Asana,Miguel G.,Front End Developer,Design,2+ years,4,5,5,,,8,“A Good software for team management and organization”,Overall: I am using Asana because one of the teams that i rendering services use it for delegate tasks and jobs,28/8/2019,"Pros: Asana has a beautiful interface and layout, its really intuitive and fast to learn how to use. Also, Asana have a good features for manage teams","Cons: I am using Asana less than six months, at this time i dont find any con, actually its being cool to use"
3240,3240 Asana,Asana,Rodrigo G.,Logistics Engineer,Retail,2+ years,5,5,5,,,10,“Great Work Organizer”,Overall: Great application for project organizing,20/4/2020,"Pros: Very intuitive to use and easy to setup. It allows you organize tasks, priorities, responsibilities and goals and at the same time keep track of progress. It's great for organizing team projects.","Cons: I wish it offered some other features in the free version, but can't really complain"
3241,3241 Asana,Asana,Pete W.,Sr Account Executive,Computer Software,2+ years,5,4,4,4,5,8,“Team Projects made easy”,Overall: Best note sharing and task management tool out there,11/3/2020,Pros: Ability to assign tasks to anyone in the group. Reminders can be scheduled for each task. Everything is kept up to date.,Cons: It is a little expensive. My team enjoyed it however it is hard to sell my whole company on adopting the tool.
